"OBJECTID","DCRAINTERNALNUMBER","ISSUE_DATE","PERMIT_ID","PERMIT_TYPE_NAME","PERMIT_SUBTYPE_NAME","PERMIT_CATEGORY_NAME","APPLICATION_STATUS_NAME","FULL_ADDRESS","DESC_OF_WORK","SSL","ZONING","PERMIT_APPLICANT","FEE_TYPE","FEES_PAID","OWNER_NAME","LASTMODIFIEDDATE","CITY","STATE","LATITUDE","LONGITUDE","XCOORD","YCOORD","ZIPCODE","MARADDRESSREPOSITORYID","DCSTATADDRESSKEY","DCSTATLOCATIONKEY","WARD","ANC","SMD","DISTRICT","PSA","NEIGHBORHOODCLUSTER","HOTSPOT2006NAME","HOTSPOT2005NAME","HOTSPOT2004NAME","BUSINESSIMPROVEMENTDISTRICT","YEAR"
226208,"111214665","2013-01-25T00:00:00.000Z","B1214665","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2856 CHANCELLORS WAY NE","CONSTRUCT NEW FOUR STORY SFD AS PART OF PUD CASE 07-27.  NEW UNIT TYPE B WITH ONE CAR GARAGE.  CLEARING, GRADING AND UTILITY WORK UNDER SEPARATE PERMITS.  PROPERTY IS CURRENTLY VACANT LAND.","3648    0962",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP.","4.61 (NEW2);32.83 (NEWEFEE);32.83 (NEWEFEE3);328.32 (FILINGFEE);0.46 (GRNEFEE);328.32 (NEW1)","727","SP ASSOCIATES III LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.926699,-77.000101,399991.2,139869.02,"20017",310336,471704,406025,"5","5C","5C09","FIFTH","502","21","NONE","NONE","NONE","NONE",2013
226209,"111214669","2013-01-25T00:00:00.000Z","B1214669","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2852 CHANCELLORS WAY NE","CONSTRUCT NEW THREE STORY SFD AS PART OF PUD CASE 07-27.  NEW UNIT TYPE A1 WITH ONE CAR GARAGE.  CLEARING, GRADING AND UTILITY WORK UNDER SEPARATE PERMITS.  PROPERTY IS CURRENTLY VACANT LAND.","3648    0964",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP.","23.06 (NEWEFEE);23.06 (NEWEFEE3);230.58 (NEW1);4.03 (NEW2);0.40 (GRNEFEE);230.58 (FILINGFEE)","512","SP ASSOCIATES III LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.926699,-76.999997,400000.25,139869.02,"20017",310356,471744,406005,"5","5C","5C09","FIFTH","502","21","NONE","NONE","NONE","NONE",2013
226364,"111306109","2013-05-23T00:00:00.000Z","B1306109","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","101 WALTMAN PL NE","NEW SINGLE FAMILY EATON WITH DECK - PUD PERM Z. C. ORDER 05-30","3719    0928",NA,"JANICE MARUT  PERMIT PUSHERS","297.54 (NEW1);29.75 (NEWEFEE);0.41 (GRNEFEE);297.54 (FILINGFEE);4.10 (NEW2);29.75 (NEWEFEE3)","689","6000 NEW HAMPSHIRE AVENUEL  LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.96314,-77.00574,399502.55,143914.39,"20011",310813,474323,408389,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2013
226365,"111306179","2013-11-14T00:00:00.000Z","B1306179","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1503 GALLATIN ST NW","A NEW SINGLE-FAMILY HOME 2-FLR., BAS. & ATTIC DETACHED STRUCTURE ON CURRENTLY VACANT LOT.","2714    0805","SSH-2/R-1-B","EMILY  REESE","1269.61 (FILINGFEE);1.80 (GRNEFEE);1269.60 (ALTREPAIR);18.00 (NEW2);253.92 (ARFILEEFEE);400.00 (REVISION)","3213","WSD CAPITAL, LLC","2016-01-12T13:10:15.000Z","WASHINGTON","DC",38.952107,-77.034936,396971.71,142690.16,"20011",311010,474952,408763,"4","4C","4C02","FOURTH","403","18","NONE","NONE","NONE","NONE",2013
226458,"111308799","2013-09-20T00:00:00.000Z","B1308799","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1728 14TH ST NW","NEW FOUR STORY MIXED USE, RETAIL AND OFFICE, BUILDING.","0207    0120","ARTS/C-3-A","DAVID FONTANA /  MCKEEVER SERVICES CORP.","24426.00 (NEW1);2442.60 (NEWEFEE);177.60 (NEW2);177.00 (NEWEFEE3);17.76 (GRNEFEE);1770.00 (FILINGFEE)","29188","1728 14TH ST, LLC  C/O PERSEUS REALTY, LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.913605,-77.032357,397193.74,138416.08,"20009",240132,83070,83070,"2","2F","2F01","THIRD","301","7","NONE","NONE","NONE","NONE",2013
226462,"111309131","2013-09-09T00:00:00.000Z","B1309131","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","207 CONCORD PL NE","CONSTRUCT NEW SINGLE FAMILY ATTACHED RESIDENCE WITHIN PUD PER Z. C. ORDER 05-30","3719    0895",NA,"NEW HAMPSHIRE A  NEW HAMPSHIRE AVENUE VENTURES, LL; JANICE MARUT  PERMIT PUSHERS","29.75 (NEWEFEE3);29.75 (NEWEFEE);4.10 (NEW2);297.54 (NEW1);297.54 (FILINGFEE);0.41 (GRNEFEE)","659","NEW HAMPSHIRE AVENUE VENTURES, LLC  NEW HAMPSHIRE AVENUE VENTURES","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.963645,-77.004861,399578.68,143970.45,"20011",310790,474411,408308,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2013
226508,"111307393","2013-10-31T00:00:00.000Z","B1307393","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2122 3RD ST NE","NEW 2 UNIT BUILDING WITH 3 FLOORS AND CELLAR","3561    0009","*","OUSMAN  BA","16.67 (GREENBLDG);226.67 (AREFEEMAN);2250.00 (ARPFEEEMANU)","2493","KADY GROUP INC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.918811,-77.002236,399806.12,138993.49,"20002",311054,475109,408881,"5","5C","5C05","FIFTH","502","21","NONE","NONE","NONE","NONE",2013
226509,"111307394","2013-10-31T00:00:00.000Z","B1307394","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2120 3RD ST NE","NEW 2 UNIT BUILDING WITH 3 FLOORS AND CELLAR","3561    0008",NA,"OUSMAN  BA","16.67 (GREENBLDG);2250.00 (ARPFEEEMANU);226.67 (AREFEEMAN)","2493","KADY GROUP INC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.918766,-77.002232,399806.47,138988.44,"20002",311053,267383,267570,"5","5C","5C05","FIFTH","502","21","NONE","NONE","NONE","NONE",2013
226510,"111307433","2013-08-26T00:00:00.000Z","B1307433","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","4421 CHESTNUT LN NW","NEW 3-STORY SINGLE FAMILY RESIDENCE WITH CELLAR.  NEW POOL HOUSE.  NEW SITE WORK TO INCLUDE RETAINING WALLS, STAIRS, FENCING AND HARDSCAPE.","1346    0870",NA,"LAURA  DALE OVERMYER ARCHITECTS","2295.57 (NEW1);2295.56 (FILINGFEE);229.56 (NEWEFEE3);23.10 (NEW2);2.31 (GRNEFEE)","5076","JOHN  CECCHI","2016-01-12T13:10:16.000Z",NA,NA,0,0,0,0,NA,-100,-100,348291,NA,"NONE","NONE",NA,NA,"NONE","NONE","NONE","NONE","NONE",2013
226511,"111307456","2013-10-31T00:00:00.000Z","B1307456","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2114 3RD ST NE","NEW TWO FAMILY FLAT BUILDING WITH 3 FLOORS AND CELLAR","3561    0006",NA,"OUSMAN  BA","2250.00 (ARPFEEEMANU);226.67 (AREFEEMAN);16.67 (GREENBLDG)","2493","KADY GROUP INC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.918617,-77.002231,399806.51,138971.9,"20002",311050,475103,408878,"5","5C","5C05","FIFTH","502","21","NONE","NONE","NONE","NONE",2013
226512,"111307457","2013-10-31T00:00:00.000Z","B1307457","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2112 3RD ST NE","NEW TWO FAMILY FLAT BUILDING WITH 3 FLOORS AND CELLAR","3561    0006",NA,"OUSMAN  BA","226.67 (AREFEEMAN);2250.00 (ARPFEEEMANU);16.67 (GREENBLDG)","2493","KADY GROUP INC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.918567,-77.002232,399806.45,138966.4,"20002",311049,475107,408880,"5","5C","5C05","FIFTH","502","21","NONE","NONE","NONE","NONE",2013
226513,"111307460","2013-07-03T00:00:00.000Z","B1307460","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3045 ABERFOYLE PL NW","REVISION OF BUILDING PERMIT : B1207120 AS INTERNAL LAYOUT TO BE MODIFIED. CORESSPONDING REVISION IN ELECTRICAL, MECHANICAL DUCK WORK, PLUMBING.","2359    0829",NA,"TAHER - DISTRICT PROPERTIES","36.30 (REVISION)","36","DISTRICT PROPERTIES","2015-06-03T07:00:43.000Z","WASHINGTON","DC",38.976954,-77.054901,395242.81,145449.27,"20015",261040,104206,104206,"4","3G","3G02","SECOND","201","10","NONE","NONE","NONE","NONE",2013
226515,"111307701","2013-09-23T00:00:00.000Z","B1307701","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","3336 WISCONSIN AVE NW","PAYMENT FOR EIGHT NEW TOWN HOMES AS PART OF THE CATHEDRAL COMMONS PUD ZC 08-15. THE TOTAL FEE ON THIS PERMIT CORRESPOND TO THE PERMIT NUMBERS LISTED BELLOW. THIS PERMIT SHALL ONLY BE USED AS A PROOF OF PAYMENT. THIS IS NOT A BUILDING PERMIT. FOR CONSTRUCTION PERMIT SEE INDIVIDUAL PERMITS: B1310307, B1310306, B1310305, B1310304, B1310303, B1310302, B1310301, B1310300.","1920    0061",NA,"PHILLIP PITTING  CAPITOL PERMITS","48.00 (NEW2);4.80 (GRNEFEE);4380.00 (NEW1);4380.00 (FILINGFEE);438.00 (NEWEFEE);438.00 (NEWEFEE3)","9689","CATHEDRAL COMMONS PARTNERS LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.934344,-77.072997,393671.02,140720.27,"20016",223125,66447,66447,"3","3C","3C07","SECOND","204","14","NONE","NONE","NONE","NONE",2013
226518,"111307796","2013-06-28T00:00:00.000Z","B1307796","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1100 ALABAMA AVE SE","STEEL WORK FOR NEW SAINT ELIZABETHS EAST GATEWAY PAVILION-PHASE II. 
FOUNDATION PERMIT FD1300061 (APPROVED)
BUILDING PERMIT B1307563 (UNDER REVIEW)","5868S   0002",NA,"GEORGE  DELGADO","32.00 (AAREFEE);320.00 (ALTREPAIR)","352","DGS","2015-09-05T06:50:36.000Z","WASHINGTON","DC",38.848266,-76.988405,401006.51,131162.45,"20032",307946,144433,144433,"8","8C","8C03","SEVENTH","703","NONE","NONE","NONE","NONE","NONE",2013
226595,"111303777","2013-11-13T00:00:00.000Z","B1303777","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1909 FOXVIEW CIR NW","CONSTRUCT A NEW SINGLE FAMILY HOME, RETAINING WALLS, PATIOS, WALKWAYS AND SITE APPURTENANCES.","1346    0897",NA,"KAREN MARTINO  CAS ENGINEERING","16.00 (NEW2);124.80 (NEW1);1248.00 (FILINGFEE);124.80 (NEWEFEE3);1.60 (GRNEFEE);1248.00 (NEW1)","2763","WILLIAM J. DAVIS  WILLIAM J. DAVIS","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.915677,-77.0854,392593.68,138649.03,"20007",307235,449774,386344,"3","3D","3D09","SECOND","205","13","NONE","NONE","NONE","NONE",2013
226596,"111303791","2013-02-07T00:00:00.000Z","B1303791","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","880 NEW JERSEY AVE SE","REVISE PERMIT NO. B1214099 TO CORRECT UNDERGROUND PARKING LEVEL  FROM 4 TO 3 AS PER PERMIT DRAWINGS.  (CONSTRUCTION OF NEW BUILDING 13 STORIES 1ST FLOOR RETAIL AND 2ND THRU 13TH AS RESIDENTIAL UNITS WITH 3 BELOW GRADE PARKING)","0737    0077",NA,"FVI 2020","3.30 (NEWEFEE);33.00 (REVISION)","36","880 NEW JERSEY AVE LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.879608,-77.004874,399577.07,134641.68,"20003",309404,465733,400800,"6","6D","6D07","FIRST","106","27","NONE","NONE","NONE","CAPITOL RIVERFRONT BID",2013
226597,"111303882","2013-07-26T00:00:00.000Z","B1303882","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","2929 49TH ST NW","CONSTRUCT NEW 2-STORY SINGLE FAMILY DWELLING WITH CELLAR, TERRACES, PATIOS, WALK WAYS, STOOPS, STAIRS, RETAINING WALLS, PRIVACY FENCING, PRIVACY WALL SCREENING AND ASSOCIATED SITE APPURTENANCES SHOWN ON THE PLANS.","1406    0023",NA,"KAREN MARTINO  CAS ENGINEERING","1.76 (GRNEFEE);17.60 (NEW2);145.20 (NEWEFEE3);145.20 (NEWEFEE);1452.00 (NEW1);1452.00 (FILINGFEE)","3214","MATTHEW R TATE  MATTHEW R TATE","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.928507,-77.09322,391916.98,140073.92,"20016",268289,111135,111135,"3","3D","3D01","SECOND","205","13","NONE","NONE","NONE","NONE",2013
226598,"111303883","2013-06-25T00:00:00.000Z","B1303883","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1938 FOXVIEW CIR NW","CONSTRUCT NEW SINGLE FAMILY HOME, RETAINING WALLS, 6.0 PRIVACY FENCE 60 FREE STANDING MASONRY, TERRACES, LEADWALKS, WALKWAYS AND OTHER SITE APPURTENANCES.","1346    0906",NA,"KAREN MARTINO  CAS ENGINEERING","1.74 (GBEHANMANU);36.92 (GREENBLDG);1176.00 (FILINGFEE);1866.00 (ALTREPAIR);304.20 (AREFEEMAN)","3385","FOXHALL HOLDINGS LLC  FOXHALL HOLDINGS LLC","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.916386,-77.084716,392653.06,138727.67,"20007",307186,450378,386627,"3","3D","3D09","SECOND","205","13","NONE","NONE","NONE","NONE",2013
226601,"111309617","2013-08-13T00:00:00.000Z","B1309617","CONSTRUCTION","NEW BUILDING","NA","PERMIT ISSUED","1400 7TH ST NW","AMMEND B-1304626 IN ORDER TO CHANGE TO ENGINEERED SOVENT PULMBING SYSTEM FOR INCREASED COMPLIANCE WITH LEED GREEN BUILDING REQUIREMENTS. 4 COPIES OF ENGINEERED STAMPED DRAWINGS WITH COMPLETE 3RD PARTY REVIEW PROVIDED WITH THIS APPLICATION.","0398    0836",NA,"LIHTC SENIOR HOUSING","293.70 (REVISION);33.00 (FILINGFEE);3.30 (NEWEFEE3)","330","LIHTC SENIOR HOUSING","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.908763,-77.022123,398081.2,137878.29,"20001",304153,173148,173148,"6","2C","2C01","THIRD","308","7","NONE","NONE","NONE","NONE",2013
226606,"111309868","2013-08-13T00:00:00.000Z","B1309868","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1829 CENTRAL PL NE","1ST EXTENSION TO BUILDING PERMIT B1208615 TO EXPIRE 2/14/2014","4044    0049",NA,"CHRIS  WING","3.30 (NEWEFEE);33.00 (NEW1)","36","DISTRICT OF COLUMBIA","2016-01-12T13:10:16.000Z","WASHINGTON","DC",38.912558,-76.985455,401261.46,138299.42,"20002",310501,473068,407246,"5","5B","5B09","FIFTH","505","23","NONE","NONE","NONE","NONE",2013
226607,"111309869","2013-08-13T00:00:00.000Z","B1309869","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","1827 CENTRAL PL NE","1ST EXTENSION TO BUILDING PERMIT B1208616 TO EXPIRE 2/14/2014","4044    0050",NA,"CHRIS  WING","33.00 (NEW1);3.30 (NEWEFEE)","36","DISTRICT OF COLUMBIA","2015-07-11T11:48:36.000Z","WASHINGTON","DC",38.91251,-76.985426,401263.98,138294.11,"20002",310500,266569,266756,"5","5B","5B09","FIFTH","505","23","NONE","NONE","NONE","NONE",2013
224851,"111306081","2013-06-19T00:00:00.000Z","B1306081","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","718 BARNES ST NE","NEW SINGLE FAMILY DWELLING IN THE POLLIN MEMORIAL COMMUNITY DEVELOPMENT PUD 0630","5040    0109",NA,"POLLIN MEMORIAL  DCHA; PHILLIP PITTING  CAPITOL PERMITS","3.60 (GREENBLDG);243.00 (ADDALTREP);243.00 (FILINGFEE);48.96 (AREFEEMAN)","539","POLLIN MEMORIAL COMMUNITY DEVELOPMENT  DCHA","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.901635,-76.950325,404308.86,137087.97,"20019",309190,464445,399602,"7","7D","7D07","SIXTH","601","30","NONE","NONE","NONE","NONE",2013
224852,"111306084","2013-06-19T00:00:00.000Z","B1306084","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","716 BARNES ST NE","NEW SINGLE FAMILY DWELLING IN THE POLLIN MEMORIAL COMMUNITY DEVELOPMENT PUD 0630","5040    0110",NA,"POLLIN MEMORIAL  DCHA; PHILLIP PITTING  CAPITOL PERMITS","48.96 (AREFEEMAN);243.00 (ADDALTREP);3.60 (GREENBLDG);243.00 (FILINGFEE)","539","POLLIN MEMORIAL COMMUNITY DEVELOPMENT  DCHA","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.901597,-76.950366,404305.32,137083.71,"20019",309191,464447,399603,"7","7D","7D07","SIXTH","601","30","NONE","NONE","NONE","NONE",2013
224853,"111306085","2013-06-19T00:00:00.000Z","B1306085","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","714 BARNES ST NE","NEW SINGLE FAMILY DWELLING IN THE POLLIN MEMORIAL COMMUNITY DEVELOPMENT PUD 0630","5040    0111",NA,"POLLIN MEMORIAL  DCHA; PHILLIP PITTING  CAPITOL PERMITS","3.60 (GREENBLDG);243.00 (ALTREPAIR);243.00 (FILINGFEE);48.96 (AREFEEMAN)","539","POLLIN MEMORIAL COMMUNITY DEVELOPMENT  DCHA","2015-09-05T06:50:34.000Z","WASHINGTON","DC",38.901563,-76.950407,404301.77,137080.02,"20019",309192,464449,399613,"7","7D","7D07","SIXTH","601","30","NONE","NONE","NONE","NONE",2013
224854,"111306087","2013-06-19T00:00:00.000Z","B1306087","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","712 BARNES ST NE","NEW SINGLE FAMILY DWELLING IN THE POLLIN MEMORIAL COMMUNITY DEVELOPMENT PUD 0630","5040    0112",NA,"POLLIN MEMORIAL  DCHA; PHILLIP PITTING  CAPITOL PERMITS","243.00 (FILINGFEE);48.96 (AREFEEMAN);3.60 (GREENBLDG);243.00 (ADDALTREP)","539","POLLIN MEMORIAL COMMUNITY DEVELOPMENT  DCHA","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.901536,-76.950469,404296.41,137076.98,"20019",309193,464451,399604,"7","7D","7D07","SIXTH","601","30","NONE","NONE","NONE","NONE",2013
224855,"111306088","2013-06-19T00:00:00.000Z","B1306088","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","710 BARNES ST NE","NEW SINGLE FAMILY DWELLING IN THE POLLIN MEMORIAL COMMUNITY DEVELOPMENT PUD 0630","5040    0113",NA,"POLLIN MEMORIAL  DCHA; PHILLIP PITTING  CAPITOL PERMITS","48.96 (AREFEEMAN);243.00 (FILINGFEE);3.60 (GREENBLDG);243.00 (ADDALTREP)","539","POLLIN MEMORIAL COMMUNITY DEVELOPMENT  DCHA","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.901495,-76.950521,404291.89,137072.37,"20019",309194,464453,399614,"7","7D","7D07","SIXTH","601","30","NONE","NONE","NONE","NONE",2013
224856,"111306097","2013-09-23T00:00:00.000Z","B1306097","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","5037 MILLWOOD LN NW","NEW SINGLE FAMILY DWELLING AS PER PLAT AND PLANS","1434    0012","R-1-A","LEON  PAUL","1324.22 (NEW1);1324.22 (FILINGFEE);132.42 (NEWEFEE);1.63 (GRNEFEE);16.30 (NEW2);132.42 (NEWEFEE3)","2931","JAMES S RIEPE JR","2016-01-12T13:10:13.000Z",NA,NA,0,0,0,0,NA,-100,-100,348291,NA,"NONE","NONE",NA,NA,"NONE","NONE","NONE","NONE","NONE",2013
224857,"111306104","2013-05-23T00:00:00.000Z","B1306104","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","107 WALTMAN PL NE","NEW SINGLE FAMILY EATON WITH DECK - PUD PER Z. C. ORDER 05-03","3719    0931",NA,"JANICE MARUT  PERMIT PUSHERS","297.54 (NEW1);29.75 (NEWEFEE);0.41 (GRNEFEE);29.75 (NEWEFEE3);4.10 (NEW2);297.54 (FILINGFEE)","659","6000 NEW HAMPSHIRE AVENUE  LLC","2016-01-12T13:10:13.000Z","WASHINGTON","DC",38.963141,-77.005556,399518.47,143914.55,"20011",310810,474399,408304,"4","4B","4B07","FOURTH","406","19","NONE","NONE","NONE","NONE",2013
224858,"111306105","2013-06-19T00:00:00.000Z","B1306105","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","715 ANACOSTIA AVE NE","NEW SINGLE FAMILY DWELLING IN THE POLLIN MEMORIAL COMMUNITY DEVELOPMENT PUD 0630","5040    0079",NA,"POLLIN MEMORIAL  DCHA; PHILLIP PITTING  CAPITOL PERMITS","243.00 (ADDALTREP);243.00 (FILINGFEE);48.96 (AREFEEMAN);3.60 (GREENBLDG)","539","POLLIN MEMORIAL COMMUNITY DEVELOPMENT  DCHA","2016-01-15T08:15:47.000Z","WASHINGTON","DC",38.90178,-76.950606,404284.51,137104.1,"20019",290186,129071,129071,"7","7D","7D07","SIXTH","601","30","NONE","NONE","NONE","NONE",2013
225219,"111309217","2013-07-26T00:00:00.000Z","B1309217","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2686 SHERIDAN RD SE","NEW CONSTRUCTION OF A 10-UNIT APARTMENT BUILDING WITH 4-STORY 4-UNIT BUILDING, AN ATTACHED 3-STORY SFD, AND 5 SIDE-BY-SIDE 2-LEVEL SFD. PHASE III OF SHERIDAN REDEVELOPMENT PUD APPROVED UNDER ZC 07-35C.","5872    0996",NA,"BRIAN  E. MCLAUGHLIN","5911.26 (ARPFEEEMANU);595.50 (AREFEEMAN);43.79 (GREENBLDG)","6551","SHERIDAN STATION SOUTH LP","2015-09-16T11:36:10.000Z","WASHINGTON","DC",38.857019,-76.993225,400588.05,132134.07,"20020",311121,475340,409095,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2013
225220,"111309220","2013-07-26T00:00:00.000Z","B1309220","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2601 STANTON RD SE","NEW CONSTRUCTION OF A 10-UNIT APARTMENT BUILDING WITH 4-STORY 4-UNIT BUILDING, AN ATTACHED 3-STORY SFD, AND 5 SIDE-BY-SIDE 2-LEVEL SFD. PHASE III OF SHERIDAN REDEVELOPMENT PUD APPROVED UNDER ZC 07-35C.","5872   1001",NA,"BRIAN  E. MCLOUGHLIN","43.79 (GREENBLDG);595.50 (AREFEEMAN);5911.26 (ARPFEEEMANU)","6551","SHERIDAN STATION SOUTH LP","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.858241,-76.992952,400611.73,132269.72,"20020",311088,362122,348041,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2013
225221,"111309227","2013-07-26T00:00:00.000Z","B1309227","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2716 SHERIDAN RD SE","NEW CONSTRUCTION OF A 10-UNIT APARTMENT BUILDING WITH 4-STORY 4-UNIT BUILDING, AN ATTACHED 3-STORY SFD, AND 5 SIDE-BY-SIDE 2-LEVEL SFD. PHASE III OF SHERIDAN REDEVELOPMENT PUD APPROVED UNDER ZC 07-35C.","5872    0994",NA,"BRIAN  E. MCLOUGHLIN","5911.26 (ALTREPAIR);591.13 (AAREFEE);43.79 (GREENBLDG);4.38 (AAREFEEGRN)","6551","SHERIDAN STATION SOUTH LP","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.85644,-76.993213,400589.05,132069.86,"20020",311135,475322,409092,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2013
225222,"111309231","2013-07-26T00:00:00.000Z","B1309231","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2672 SHERIDAN RD SE","PHASE 3 - NEW APARTMENT BUILDING WITH 10 UNITS; ADDRESSES:  2672, 2674, 2676, 2678, 2680; [INDIVIDUAL SIDE-BY SIDE UNITS], NO. 2682 (4- UNITS), AND NO. 2684 (ONE UNIT).","5872    0997","PUD 07-35/R-5-B","BRIAN E MCLAUGHLIN","595.50 (AREFEEMAN);5911.26 (ARPFEEEMANU);43.79 (GREENBLDG)","6551","SHERIDAN STATION SOUTH LP","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.85718,-76.992875,400618.39,132151.93,"20020",311114,475436,409123,"8","8A","8A06","SEVENTH","703","37","NONE","NONE","NONE","NONE",2013
225223,"111302854","2013-03-27T00:00:00.000Z","B1302854","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3709 HANSBERRY CT NE","NEW SINGLE FAMILY DWELLING TYPE FAIRGATE - PER PUD ZC #06-08 INCLUDING 8 FT X 18 FT DECK","4327    0953",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP.","432.00 (FILINGFEE);43.20 (NEWEFEE3);432.00 (NEW1);4.80 (NEW2);0.48 (GRNEFEE);43.20 (REVISION);43.20 (NEWEFEE)","999","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.92294,-76.95278,404094.72,139452.84,"20018",310754,474437,408323,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2013
225224,"111302855","2013-03-27T00:00:00.000Z","B1302855","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","3716 HANSBERRY CT NE","NEW SINGLE FAMILY DWELLING TYPE STRAUSS- PER PUD ZC #06-08 INCLUDING 8 FT X 18 FT DECK.","4327    0941",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP.","441.00 (NEW1);441.00 (FILINGFEE);44.10 (NEWEFEE);0.50 (GRNEFEE);5.04 (NEW2);44.10 (NEWEFEE3)","976","FORT LINCOLN-GATEWAY VILLAGE, LLC","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.923241,-76.952558,404113.96,139486.34,"20018",310766,474309,408384,"5","5A","5A12","FIFTH","503","24","NONE","NONE","NONE","NONE",2013
225612,"111214589","2013-01-02T00:00:00.000Z","B1214589","CONSTRUCTION","NEW BUILDING","NA","COMPLETED","2859 CHANCELLORS WAY NE","CONSTRUCT NEW FOUR STORY SFD AS PART OF PUD CASE 07-27.  NEW UNIT TYPE A WITH ONE CAR GARAGE.  CLEARING, GRADING AND UTILITY WORK UNDER SEPARATE PERMITS.  PROPERTY IS CURRENTLY VACANT LAND.","3648    0925",NA,"DAVID FONTANA  MCKEEVER SERVICES CORP.","4.03 (NEW2);283.50 (NEW1);283.50 (FILINGFEE);0.40 (GRNEFEE);28.35 (NEWEFEE);28.35 (NEWEFEE3)","628","SP ASSOCIATES III, LLC C/O EYA","2016-01-12T13:10:14.000Z","WASHINGTON","DC",38.927029,-76.999057,400081.73,139905.68,"20017",310360,471752,406007,"5","5C","5C09","FIFTH","502","21","NONE","NONE","NONE","NONE",2013
